granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,grantee_clean,grantee,grantee_detail,grantee_jcn,grant_name,description,grant_type,npo_type,admin_division,num_bidders,competitive_bid,govt_reemployees,filename
MAFF,NA,2011-08-03,2011 Aug,2011,9429000,9429000,日本水土総合研究所,一般財団法人日本水土総合研究所,"財団法人　日本水土総合研究所
東京都港区虎ノ門１－２１－１７",NA,"支出負担行為担当官　東北農政局長　佐藤　憲雄
仙台市青葉区本町３－３－１",平成23年度　東北農政局管内国営ダム機能技術検討業務委託,Goods and Services,特財,国所管,1,Negotiated,1,h23_youshiki2-4
MAFF,NA,2011-08-03,2011 Aug,2011,8956500,8956500,日本水土総合研究所,一般財団法人日本水土総合研究所,"財団法人日本水土総合研究所
東京都港区虎ノ門1丁目21番17号",NA,"分任支出負担行為担当官　東北農政局阿武隈土地改良調査管理事務所長　名和　規夫
福島県福島市笹谷字稲場38-7",平成23年度　農業基盤復旧整序化検討調査　東日本大震災と農村復興・振興のあり方に関する検討業務委託　一式,Goods and Services,特財,国所管,4,Negotiated,1,h23_youshiki2-4
METI,NA,2011-08-03,2011 Aug,2011,44959950,44959950,九州先端科学技術研究所,財団法人九州先端科学技術研究所,"財団法人九州先端科学技術研究所
福岡市早良区百道浜２丁目１番22号",NA,九州経済産業局　福岡市博多区博多駅東２－１１－１ 支出負担行為担当官　九州経済産業局総務企画部長　鹿野　郁夫,平成２３年度戦略的基盤技術高度化支援事業（３Ｄ－ＬＳＩ用超音波アシスト先鋭マイクロバンプ接合装置の開発）,Goods and Services,特財,国所管,1,Negotiated,0,h23_youshiki2-4
METI,NA,2011-08-03,2011 Aug,2011,44945250,44945250,九州産業技術センタ-,一般財団法人九州産業技術センター,"財団法人九州産業技術センター
福岡県福岡市博多区博多駅東２－１３－２４",NA,九州経済産業局　福岡市博多区博多駅東２－１１－１ 支出負担行為担当官　九州経済産業局総務企画部長　鹿野　郁夫,平成２３年度戦略的基盤技術高度化支援事業（ミニマル３次元積層ＬＳＩデバイス製造ファブに対応したデバイス検査装置の開発）,Goods and Services,特財,国所管,1,Negotiated,1,h23_youshiki2-4
MEXT,NA,2011-08-03,2011 Aug,2011,39260077,同種の他の契約の予定価格を類推させるおそれがあるため、公表しない,文字・活字文化推進機構,公益財団法人文字・活字文化推進機構,"名称
公益財団法人文字・活字文化推進機構
住所
東京都千代田区神田神保町3丁目12番3号
神保町スリービル8階",NA,"契約責任者
理事長　田中壮一郎
代理人　理事　井上明
名称
国立青少年教育振興機構
所在地
東京都渋谷区代々木神園町3番1号",親子で楽しむ読書と体験の連携事業,Goods and Services,公財,国所管,1,Competitive,NA,h23_youshiki3-3
MEXT,NA,2011-08-03,2011 Aug,2011,15999900,同種の他の契約の予定価格を類推させるおそれがあるため公表しない,日本宇宙フォ-ラム,財団法人日本宇宙フォーラム,"（財）日本宇宙フォーラム
東京都千代田区大手町2-2-1",NA,"分任契約担当者
理数学習支援部長
岩渕晴行",科学技術･理科教育のための革新的なﾃﾞｼﾞﾀﾙ教材の開発②地球,Goods and Services,特財,国所管,8,Negotiated,0,h23_youshiki3-4
MOD,NA,2011-08-03,2011 Aug,2011,4764013,5958786,防衛弘済会,財団法人防衛弘済会,"（特財）防衛弘済会真駒内事業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
北海道札幌市南区真駒内１７",NA,"分任契約担当官
陸上自衛隊真駒内駐屯地第３２５会計隊長
矢部　均
北海道札幌市南区真駒内１７",ソイジョイほか,Goods and Services,特財,国所管,42,Competitive,NA,h23_youshiki2-3
MOE,NA,2011-08-03,2011 Aug,2011,25800000,0,地球環境戦略研究機関,公益財団法人地球環境戦略研究機関,"財団法人地球環境戦略研究機関
神奈川県三浦郡葉山町上山口2108-11",NA,"支出負担行為担当官
環境省地球環境局長
鈴木　正規
東京都千代田区霞が関1-2-2",平成23年度排出量取引制度等の炭素制約及び国際競争力への影響に係る調査検討事業委託業務,Goods and Services,特財,国所管,1,Negotiated,2,h23_youshiki2-4
MAFF,NA,2011-08-04,2011 Aug,2011,3990000,4116000,土地改良測量設計技術協会,社団法人土地改良測量設計技術協会,"社団法人土地改良測量設計技術協会
東京都港区新橋５－３４－４",NA,"支出負担行為担当官　農村振興局長　實重　重実
東京都千代田区霞が関一丁目２番１号",平成23年度起業地外建物等調査に関する標準歩掛等検討業務,Goods and Services,特社,国所管,2,Competitive,NA,h23_youshiki2-3
MAFF,NA,2011-08-04,2011 Aug,2011,32025000,0,漁港漁場漁村技術研究所,財団法人漁港漁場漁村技術研究所,"①財団法人漁港漁場漁村技術研究所②株式会社センク２１
①東京都千代田区内神田１－１４－１０内神田ビル②東京都中央区日本橋堀留町2-10-9清紅ﾋﾞﾙ",NA,"支出負担行為担当官　水産庁長官　佐藤正典
東京都千代田区霞が関１－２－１",平成23年度水産基盤整備調査委託事業｢特定第３種漁港水産物高度衛生管理対策推進調査｣一式,Goods and Services,特財,国所管,2,Competitive,NA,h23_youshiki2-3
METI,NA,2011-08-04,2011 Aug,2011,15540000,17267393,新エネルギ-財団,一般財団法人新エネルギー財団,財団法人新エネルギー財団東京都豊島区東池袋三丁目１３番２号,NA,資源エネルギー庁　千代田区霞が関１－３－１ 支出負担行為担当官　資源エネルギー庁長官官房総合政策課長　後藤　収,平成２３年度新エネルギー等設備導入促進事業（新エネルギー等の一般向け普及啓発事業）,Goods and Services,特財,国所管,3,Competitive,NA,h23_youshiki2-3
METI,NA,2011-08-04,2011 Aug,2011,68930603,NA,省エネルギ-センタ-,一般財団法人省エネルギーセンター,財団法人省エネルギーセンター東京都中央区八丁堀３-１９-９　ジオ八丁堀,NA,資源エネルギー庁　千代田区霞が関１－３－１ 支出負担行為担当官　資源エネルギー庁長官官房総合政策課長　後藤　収,平成２３年度エネルギー使用合理化促進基盤整備事業（工場等のエネルギー使用状況調査事業）,Goods and Services,特財,国所管,1,Competitive,NA,h23_youshiki2-3
MHLW,NA,2011-08-04,2011 Aug,2011,6103000,6103000,日本中毒情報センタ-,公益財団法人日本中毒情報センター,"財団法人日本中毒情報センター
茨城県つくば市天久保１－１－１",NA,支出負担行為担当官　厚生労働省医政局長　大谷　泰夫,NBC・災害テロ対策研修事業,Goods and Services,特財,国所管,1,Negotiated,0,h23_youshiki2-4
MLIT,NA,2011-08-04,2011 Aug,2011,5775000,6216000,北陸建設弘済会,社団法人北陸建設弘済会,"（特社）北陸建設弘済会
新潟県新潟市江南区亀田工業団地２－３－４",NA,"分任支出負担行為担当官
北陸地方整備局信濃川河川事務所長　清水　晃
長岡市信濃１－５－３０","大河津分水完工８０年事業企画運営業務　
一式",Goods and Services,特社,国所管,1,Negotiated,3,h23_youshiki2-4
MLIT,NA,2011-08-04,2011 Aug,2011,13125,13713,愛知県公共嘱託登記司法書士協会,社団法人愛知県公共嘱託登記司法書士協会,"（特社）静岡県公共嘱託登記司法書士協会
静岡県静岡市駿河区稲川１－１－１",NA,"分任支出負担行為担当官
中部地方整備局浜松河川国道事務所長
盛谷　明弘
浜松市名塚町266","平成２３年度　単価契約浜松管内公共嘱託登記業務（権利に関する登記）
一式",Goods and Services,特社,国所管,1,Competitive,NA,h23_youshiki2-3
MLIT,NA,2011-08-04,2011 Aug,2011,8347500,8358000,都市みらい推進機構,一般財団法人都市みらい推進機構,（財）都市みらい推進機構,NA,"支出負担行為担当官
国土交通省都市局長
加藤　利男
東京都千代田区霞が関２－１－３",地域特性を踏まえた段階的土地利用計画に関する調査,Goods and Services,特財,国所管,3,Negotiated,3,h23_youshiki2-4
MOE,NA,2011-08-04,2011 Aug,2011,14999250,15982612,日本環境整備教育センタ-,公益財団法人日本環境整備教育センター,"財団法人日本環境整備教育センター
東京都墨田区菊川2－23－3",NA,"支出負担行為担当官
環境省大臣官房会計課長
鎌形　浩史
東京都千代田区霞が関1-2-2",平成23年度し尿処理システム国際普及推進業務,Goods and Services,特財,国所管,1,Competitive,NA,h23_youshiki2-3
MOE,NA,2011-08-04,2011 Aug,2011,4494000,0,産業廃棄物処理事業振興財団,公益財団法人産業廃棄物処理事業振興財団,"財団法人産業廃棄物処理事業振興財団
東京都千代田区鍛冶町2－6－1",NA,"支出負担行為担当官
環境省大臣官房会計課長
鎌形　浩史
東京都千代田区霞が関1-2-2",平成23年度不法投棄等実態把握等調査事業,Goods and Services,特財,国所管,1,Competitive,NA,h23_youshiki2-3
MOE,NA,2011-08-04,2011 Aug,2011,9072000,0,自然環境研究センタ-,一般財団法人自然環境研究センター,"財団法人自然環境研究センター
東京都台東区下谷1丁目10番10号",NA,"支出負担行為担当官
環境省自然環境局長
渡邉　綱男
東京都千代田区霞が関1-2-2",平成23年度希少な野生生物の保全政策点検委託業務,Goods and Services,特財,国所管,2,Negotiated,0,h23_youshiki2-4
MOFA,NA,2011-08-04,2011 Aug,2011,4475111,0,国土計画協会,財団法人国土計画協会,"財団法人国土計画協会
東京都港区西新橋1-17-4 ﾙ･ｸﾞﾗｼｴﾙﾋﾞﾙ2F",NA,"独立行政法人　国際協力機構
東京国際センター所長　大竹祐二
東京都渋谷区西原2-49-5",平成23年度　集団研修「都市計画総合」コースに係る研修委託契約,Goods and Services,特財,国所管,0,Negotiated,0,h23_youshiki3-4
MAFF,NA,2011-08-05,2011 Aug,2011,1154265,0,名古屋公衆医学研究所,財団法人名古屋公衆医学研究所,"財団法人名古屋公衆医学研究所
愛知県名古屋市中村区長荿町４丁目２３番地",NA,"分任支出負担行為担当官　東海農政局岐阜農政事務所長　遠山　和治
分任支出負担行為担当官　東海農政局西濃用水第二期農業水利事業所長　本間　新哉
岐阜県岐阜市中鶉２丁目２６番地
岐阜県大垣市藤江町２丁目１２８番地",平成２３年度一般定期健康診断検査業務,Goods and Services,特財,国所管,2,Competitive,NA,h23_youshiki2-3
MAFF,NA,2011-08-05,2011 Aug,2011,1547700,0,日本森林林業振興会,一般財団法人日本森林林業振興会,"財団法人日本森林林業振興会 旭川支部
旭川市神楽3条5丁目3-2",NA,"分任支出負担行為担当官
網走西部森林管理署西紋別支署長
涌井賢一
紋別郡滝上町字滝上字滝ノ上原野3線北1","収穫調査外部委託3号物件（立牛・紋別地区）
委託調査数量：間伐外2,089m3",Goods and Services,特財,国所管,1,Competitive,NA,h23_youshiki2-3
MAFF,NA,2011-08-05,2011 Aug,2011,27300000,0,日本森林林業振興会,一般財団法人日本森林林業振興会,"財団法人日本森林林業振興会 秋田支部
秋田県秋田市中通六丁目7-9",NA,"分任支出負担行為担当官
米代西部森林管理署長
栗林晃
秋田県能代市御指南町3-45","収穫調査業務委託
54,830m3",Goods and Services,特財,国所管,2,Competitive,NA,h23_youshiki2-3
MAFF,NA,2011-08-05,2011 Aug,2011,22050000,0,日本森林林業振興会,一般財団法人日本森林林業振興会,"財団法人日本森林林業振興会 秋田支部
秋田県秋田市中通六丁目7-9",NA,"分任支出負担行為担当官
米代西部森林管理署長
栗林晃
秋田県能代市御指南町3-45","収穫調査業務委託
37,019m3",Goods and Services,特財,国所管,2,Competitive,NA,h23_youshiki2-3
